revenue,profit,debt_ratio,current_ratio,gst_filings,litigation_flag,sector_growth,promoter_risk_score,years_in_business,interest_coverage,revenue_growth,cash_flow_positive,loan_default
55224.44,-0.094,0.1512,2.1576,9,0,0.054,0.1649,10,1.5461,0.1286,1,0
4536.34,0.1859,0.2511,1.0238,7,0,-0.1023,0.1198,16,3.7244,0.001,1,0
8641.63,0.1676,0.215,1.0808,11,0,0.1144,0.1832,2,4.3383,-0.0432,1,0
388888.14,-0.1805,0.4648,1.7004,11,0,0.0157,0.1171,19,7.3152,0.0408,1,0
16547.27,-0.0743,0.0797,1.7979,7,0,0.1694,0.3667,7,4.6895,0.4379,1,0
30520.36,0.0575,0.1086,0.6618,8,0,0.0492,0.1696,2,2.3661,0.063,1,0
81235.01,0.0549,0.1197,2.0701,1,0,-0.0196,0.1509,45,10.6417,0.4047,0,0
46328.97,-0.0814,0.1095,2.4263,7,0,-0.0042,0.028,23,1.0048,-0.1144,1,0
27601.58,0.1583,0.1202,1.5862,7,0,0.0098,0.0293,31,1.2814,0.1078,1,0
38079.89,0.1377,0.2489,5.4045,12,0,0.099,0.097,4,3.2412,0.2241,1,0
810270.46,0.0709,0.3287,1.1718,4,0,-0.0285,0.3571,16,2.9116,0.2344,1,0
20202.71,-0.0134,0.0922,1.3764,4,0,0.1744,0.1978,10,5.2263,-0.1366,1,0
29781.68,0.2573,0.242,1.3532,3,0,0.0869,0.3748,49,3.0908,-0.1632,1,0
106508.66,0.3483,0.3031,1.5871,4,0,0.0724,0.076,21,3.6518,0.2039,1,0
115645.98,0.0275,0.403,1.3988,1,1,0.0573,0.1129,28,6.0311,-0.0307,1,1
130685.04,0.0082,0.0506,0.8159,1,0,0.048,0.0956,46,3.0423,0.2069,1,0
57416.98,0.1737,0.3449,1.2545,4,0,-0.077,0.2236,12,4.6818,0.3672,1,0
3965.92,0.0463,0.3035,1.5702,10,0,0.0793,0.3612,13,1.4851,-0.0512,0,0
255287.92,0.0791,0.2389,3.0474,12,0,0.2426,0.2902,40,1.5656,-0.0244,0,0
3946.1,0.2109,0.1709,4.9586,2,0,0.1192,0.2495,17,5.5004,-0.3252,0,0
34681.21,-0.1864,0.1081,3.2147,0,0,0.0938,0.194,18,2.9946,0.2402,1,0
7105.23,0.2977,0.0721,1.1189,8,0,-0.1035,0.109,10,3.1125,0.5061,0,0
20006.1,0.1109,0.3881,1.1643,1,0,0.1586,0.2304,28,1.5608,-0.1694,0,0
36067.36,0.0383,0.0873,1.5225,11,0,0.1303,0.1655,13,1.9602,0.3288,0,0
35668.95,0.0866,0.117,4.024,9,0,0.1667,0.2594,34,3.4191,0.3471,1,0
41476.45,0.0944,0.3225,1.5178,1,0,-0.0404,0.124,49,2.1364,0.2368,1,0
247847.0,-0.1597,0.0269,0.849,3,1,0.01,0.161,6,1.364,-0.0411,0,0
43490.66,0.3242,0.2689,1.2833,1,0,-0.0986,0.2849,12,1.3768,0.0313,0,0
15271.83,0.1062,0.1952,2.4074,6,0,-0.107,0.1605,29,1.6325,0.1905,1,0
93538.72,0.1665,0.3046,2.3279,11,0,-0.0077,0.1811,13,2.0727,0.1846,1,0
131164.26,0.2427,0.1497,1.4917,9,0,0.0968,0.423,26,2.1788,0.0299,1,0
3493.25,-0.0532,0.2279,2.3203,0,0,0.0084,0.2898,4,9.5324,0.1721,1,0
53965.49,0.171,0.3285,0.5291,10,0,-0.0169,0.0116,15,5.6936,0.0078,0,0
63054.78,0.0599,0.5144,1.7366,1,0,0.0839,0.1321,16,3.4471,0.0575,1,0
14096.12,0.227,0.1812,2.5354,10,0,-0.2742,0.1079,19,12.0602,0.0394,1,0
173435.36,-0.2191,0.1727,1.0872,4,0,-0.0042,0.2757,47,2.4783,0.299,0,0
17587.02,0.0851,0.1092,1.0853,1,0,0.0838,0.0495,26,3.9764,-0.2057,1,0
26591.97,0.0096,0.2312,0.6484,8,0,0.0097,0.0987,32,3.5362,0.21,1,0
16990.2,0.1648,0.4311,3.6508,3,0,0.1799,0.0795,6,3.9671,0.1519,0,0
22547.25,0.1705,0.3632,1.1502,8,0,-0.0161,0.1575,6,1.4937,-0.3738,1,0
4253.88,-0.0061,0.3438,1.8599,10,0,-0.0092,0.2165,5,2.1307,0.2542,1,0
2540.01,-0.0068,0.4087,2.2299,11,0,-0.0486,0.1774,2,1.4202,0.2792,0,0
240808.57,0.0834,0.1791,3.5115,0,0,-0.0258,0.2082,2,3.7664,-0.001,0,1
6182.99,-0.0345,0.018,1.5266,0,1,0.0777,0.2781,37,2.7255,0.177,0,1
4978.64,0.2263,0.1645,1.259,0,0,0.1308,0.0814,3,0.6031,0.1335,1,0
871.24,0.0446,0.3903,1.7977,3,0,0.2655,0.1217,6,4.0994,0.5264,1,0
8446.92,-0.336,0.1304,3.1332,8,0,0.1077,0.3381,31,3.2329,0.1805,0,0
3027.12,0.0438,0.4074,1.5142,7,0,-0.0678,0.1009,43,10.6268,0.1012,1,0
258596.12,-0.0558,0.2507,1.0228,6,1,0.1742,0.3189,5,5.7065,0.299,1,1
100180.18,-0.1447,0.2879,0.7631,0,0,0.0987,0.0375,46,6.6212,0.4015,1,0
7846.12,-0.0856,0.4016,0.8953,2,0,0.0529,0.3493,10,1.1018,0.4944,1,0
646063.91,0.1164,0.2015,2.5401,8,0,0.1567,0.2569,27,6.6498,-0.0395,1,0
96052.31,0.2993,0.5711,1.4045,8,0,0.2868,0.2003,24,2.3258,0.166,1,0
13531.19,0.147,0.2527,1.2168,4,0,0.0311,0.1541,22,1.5628,-0.0442,1,0
518.47,0.009,0.5588,1.1526,11,0,-0.0333,0.0224,25,0.4163,0.5442,0,0
684479.42,0.1684,0.2962,1.7203,12,0,0.1827,0.0517,3,7.7733,0.0895,1,0
2739.8,0.0311,0.1738,1.4627,5,0,0.3156,0.2271,16,2.1648,0.2714,1,0
1866.65,-0.0042,0.374,1.4383,10,0,0.0645,0.1473,30,2.4651,0.0469,1,0
102115.08,-0.0732,0.3024,3.237,12,0,0.0531,0.0786,48,3.5143,0.1798,1,0
855660.2,-0.1628,0.0948,3.5573,5,0,0.0672,0.2039,43,12.0593,-0.2812,0,0
175678.21,0.0415,0.4956,0.7371,9,0,0.0949,0.3602,4,2.269,0.288,0,0
51321.43,0.1237,0.3429,1.9422,3,0,-0.0908,0.2606,43,2.6849,0.3405,0,0
53751.75,0.0855,0.5254,1.118,0,0,0.0806,0.0764,40,5.8998,-0.0385,0,0
79231.03,0.0376,0.2964,1.4563,4,1,0.0773,0.2178,16,2.1743,-0.282,0,0
68761.06,-0.0419,0.1505,1.9244,12,0,0.0716,0.3178,40,1.398,0.3766,1,0
33583.4,0.1912,0.3051,1.4824,0,0,0.0667,0.2745,41,0.472,0.3512,1,0
25752.88,-0.0976,0.3034,1.8501,0,0,0.0596,0.1152,46,7.9171,0.2382,1,0
20052.52,0.2164,0.1767,2.3082,10,0,-0.1601,0.22,8,3.2903,0.043,1,0
7108.55,-0.0503,0.1958,1.9104,4,0,-0.0221,0.3175,24,4.2074,0.024,1,0
14457.77,-0.0129,0.2424,1.1931,4,0,0.1356,0.2144,16,1.8424,0.3468,1,0
1738.13,-0.12,0.5243,1.2037,6,0,0.159,0.1257,27,4.6823,0.0158,1,0
19005.63,0.0248,0.051,0.8026,1,0,0.0077,0.2266,2,1.704,0.1115,1,0
4999.6,0.2463,0.2163,1.0758,5,0,-0.0457,0.1745,20,3.0961,0.0789,1,0
4207.47,0.1773,0.526,4.3975,1,1,0.1217,0.1283,20,2.9631,0.1456,1,0
28849.31,0.2468,0.0935,1.1096,12,0,0.0773,0.1573,20,6.7091,0.0585,0,0
177726.91,0.1783,0.7948,0.9078,9,0,0.0378,0.3869,19,4.5613,0.0819,1,0
87332.23,-0.0656,0.4017,1.9347,4,0,0.1362,0.21,18,1.6467,0.4383,0,0
2088.6,0.0504,0.1214,1.5602,3,1,-0.0679,0.3172,13,4.3974,0.1849,0,0
4991.83,-0.017,0.2983,1.4951,10,1,0.1661,0.1019,17,2.0265,0.1565,1,1
90323.85,0.2996,0.165,3.3352,9,0,-0.1002,0.0346,33,1.4194,0.2444,1,0
5045.59,-0.0795,0.1529,2.1696,4,1,-0.0325,0.3921,28,4.224,-0.1438,1,0
15725.68,0.2341,0.3112,1.2649,1,1,-0.0541,0.1215,5,3.1746,0.2835,0,1
50265.7,0.2339,0.0399,1.3334,7,0,-0.0082,0.0307,28,1.0442,0.1406,1,0
5153.77,0.3744,0.0537,1.2824,7,0,0.0806,0.2203,25,1.8001,-0.0434,1,0
25798.28,0.0385,0.3182,2.5533,5,0,0.1178,0.4287,20,4.9349,0.0608,1,0
2977.86,0.2068,0.1808,1.4133,2,0,0.0418,0.2006,21,3.711,0.1866,1,0
8936.94,0.4422,0.3641,0.6726,3,0,-0.0778,0.3147,13,3.8376,0.0972,0,0
35584.77,0.0074,0.2609,1.6094,0,0,-0.15,0.0975,6,11.8968,0.2972,1,0
2019.31,-0.1303,0.156,0.7645,8,0,0.1346,0.2081,29,6.0303,-0.0703,1,0
42647.0,-0.182,0.3785,4.9141,9,0,0.1223,0.3513,42,2.4758,-0.145,1,0
21387.1,0.2069,0.3023,1.0173,4,1,0.1571,0.1434,9,1.9677,-0.0724,0,0
50449.84,-0.1825,0.7672,1.5205,7,0,0.0368,0.2779,29,1.5776,-0.0019,0,0
30818.52,0.0442,0.1855,1.8759,2,0,0.1168,0.1523,38,1.8817,0.1068,1,0
170452.28,0.1656,0.0963,1.4271,3,0,-0.014,0.2533,1,0.7563,0.0137,1,0
26577.94,0.1278,0.476,1.4262,3,0,0.0981,0.2331,30,1.0275,-0.1574,1,0
11566.77,0.1638,0.2289,2.0359,7,0,0.002,0.2949,32,4.6007,-0.1906,1,0
26461.5,0.1333,0.1115,3.5364,11,0,-0.0314,0.4239,23,9.2796,-0.1757,0,0
49759.02,0.2918,0.312,2.42,8,0,0.0732,0.0775,39,2.8411,0.0223,1,0
23701.42,-0.0428,0.2916,3.453,2,0,0.068,0.1325,10,1.5495,-0.0822,1,0
23409.27,-0.0015,0.2537,0.977,6,0,0.1412,0.1775,44,0.1784,0.0032,1,0
7684.9,-0.0159,0.3624,1.9322,8,0,-0.0785,0.2958,21,10.6237,0.3455,1,0
8148.98,0.2245,0.1847,1.7818,1,1,0.1427,0.1455,26,0.9316,-0.1539,1,0
2686.76,0.2351,0.4644,1.9651,3,0,0.063,0.1177,15,0.8372,0.1399,1,0
303873.0,0.1677,0.3356,3.2809,2,0,0.1568,0.1668,17,2.1426,-0.157,1,0
3409.11,0.2775,0.1044,1.4764,7,0,0.1558,0.2299,35,2.6278,-0.187,0,0
7790.36,-0.0767,0.3707,1.3461,3,0,-0.1934,0.0829,25,2.7409,0.1543,1,0
7497.98,0.3501,0.2059,2.1533,8,0,0.1549,0.1831,15,1.3717,0.215,1,0
84321.03,0.3285,0.774,0.6777,0,0,0.1593,0.2212,33,3.7908,0.2378,1,0
14151.49,0.2103,0.1765,1.4646,0,0,-0.0758,0.1471,11,1.7907,0.3022,1,0
143144.96,0.3673,0.1086,1.5417,3,0,-0.1062,0.3115,24,1.8266,0.0445,1,0
8020.56,-0.1485,0.1613,1.0406,2,0,0.1275,0.1295,6,2.175,0.135,1,0
33472.89,0.0213,0.2239,2.7969,2,0,0.0614,0.2927,28,1.5816,0.0029,1,0
6291.65,-0.0103,0.2274,0.9694,9,0,-0.0142,0.1333,29,0.9966,0.3386,1,0
550027.57,0.2082,0.3604,1.5404,11,0,0.1939,0.1415,48,1.05,-0.1023,1,0
3709.31,-0.0575,0.068,1.909,1,0,0.0803,0.3544,21,1.1229,0.1802,1,0
35057.02,0.2136,0.1309,3.2437,9,0,-0.1586,0.0977,12,3.9152,-0.133,0,0
56991.95,0.3056,0.2692,1.64,9,1,-0.0518,0.2297,22,3.7408,0.102,1,1
40974.23,0.2043,0.0906,2.6329,1,0,0.1542,0.2441,27,2.1924,-0.2413,1,0
16681.72,0.1426,0.3858,2.3403,7,0,0.0536,0.0637,21,2.2812,0.1253,1,0
18129.01,-0.0482,0.1346,1.7537,0,0,-0.022,0.0855,15,6.9173,0.4748,1,0
23522.61,-0.027,0.1818,0.9562,7,0,0.0952,0.1452,18,4.1016,-0.0317,0,0
17667.76,0.2874,0.0867,0.8047,9,0,-0.0108,0.1695,10,9.5059,0.0315,1,0
93509.53,0.2169,0.0798,1.7389,2,0,-0.0747,0.1084,22,1.7128,0.2533,1,0
606696.84,0.0941,0.4667,1.2569,1,0,0.1517,0.0929,44,1.0704,0.0889,1,0
9544.9,0.0373,0.2346,2.6107,8,0,0.1668,0.196,20,6.0347,0.3244,1,0
2822.27,-0.2039,0.1509,2.3939,4,0,0.0981,0.2125,19,2.6739,0.1587,1,0
19294.53,-0.0606,0.4012,1.5033,4,1,-0.1035,0.1444,28,1.4301,0.2551,1,0
1055541.02,0.3867,0.7362,0.9242,12,0,0.235,0.1778,37,4.019,-0.3155,1,0
6597.78,-0.0921,0.2184,2.1284,5,0,0.2316,0.1736,44,1.5465,0.0984,1,0
257474.31,0.1284,0.4699,0.9911,3,0,0.1773,0.2242,1,4.7171,-0.1416,0,0
272815.55,0.2511,0.4349,1.1284,6,0,0.0804,0.1492,34,4.0099,0.001,1,0
9600.95,-0.0882,0.2995,1.0103,6,0,0.0591,0.0619,35,2.2688,0.1664,1,0
51713.52,0.1277,0.2397,1.5384,10,0,0.0937,0.0674,26,0.7052,0.0341,1,0
253367.16,0.2407,0.6646,2.9597,8,1,-0.0642,0.2781,30,1.2988,-0.0768,0,0
12472.84,0.1019,0.1,1.6446,5,0,-0.0045,0.0402,12,9.1585,0.3308,1,0
16230.21,0.5303,0.5261,1.321,12,0,-0.0086,0.0503,14,10.9834,0.2814,0,0
9204.78,-0.1503,0.2165,0.7689,0,1,0.1107,0.3558,39,21.6413,-0.1944,1,1
4807.18,0.2588,0.1839,2.1729,8,0,0.0747,0.0684,4,3.7446,0.2325,1,0
8317.22,0.0741,0.0836,1.1161,11,0,-0.0458,0.1493,12,1.1365,0.114,0,0
3512.52,0.2158,0.2128,1.7485,12,0,-0.1093,0.0869,24,7.9344,0.1272,0,0
23181.86,0.1662,0.0917,1.3811,9,0,0.0856,0.0848,40,2.2005,0.3911,1,0
6939.88,-0.01,0.4699,2.507,8,0,-0.0563,0.0401,31,1.5748,0.111,1,0
31278.27,0.1343,0.2593,1.5241,4,0,-0.0755,0.165,1,3.553,0.2228,1,0
2134.86,-0.1787,0.3792,1.6009,6,1,0.2596,0.3414,37,12.3981,0.1228,1,0
36182.12,0.1905,0.2193,2.102,0,0,0.281,0.0621,1,2.4987,0.1239,0,0
76902.48,0.1447,0.3587,4.7278,3,0,0.0051,0.1935,15,2.7555,-0.1051,1,0
1106.99,0.1958,0.1463,2.5708,11,0,-0.1323,0.2069,13,0.7979,0.5708,1,0
38602.98,0.2587,0.1871,1.5773,9,0,0.1711,0.2636,29,2.963,-0.5351,1,0
138899.16,0.1551,0.1272,1.6514,3,0,0.0836,0.1002,45,4.6292,-0.0651,1,0
3588.68,0.1222,0.3873,1.2682,4,0,0.127,0.2004,4,2.5342,-0.0178,1,0
270724.93,-0.0322,0.1682,1.0253,5,0,-0.0135,0.2494,15,2.6891,0.2617,1,0
41296.31,-0.0068,0.3822,1.2506,3,0,-0.0538,0.3072,44,3.2547,-0.2022,1,0
7650.16,0.278,0.0209,1.1207,5,1,0.0261,0.2088,40,1.1743,0.0449,0,0
20258.84,0.3155,0.5558,2.2857,9,1,0.0674,0.2338,48,0.4395,0.2374,1,0
50893.49,0.0643,0.2239,0.965,6,0,-0.0231,0.1228,12,2.5027,-0.1636,1,0
24686.41,0.1069,0.3725,3.2111,2,0,0.1797,0.0386,25,2.2694,0.0526,1,0
49421.16,-0.0357,0.021,2.4013,8,0,-0.1237,0.2497,27,4.2888,0.0464,1,0
5535.79,0.2759,0.0506,1.6657,7,0,0.0909,0.0493,6,18.4984,-0.0396,1,0
28397.07,0.1998,0.7945,1.649,0,1,0.0626,0.2088,23,7.6662,0.0873,0,1
2642.36,0.3912,0.1782,1.2478,12,0,0.1719,0.0709,15,0.5243,-0.0051,0,0
18641.79,-0.0317,0.531,1.8871,1,0,-0.0459,0.3599,39,20.4223,0.2735,0,0
5676.77,0.0433,0.1373,2.8407,1,0,0.1206,0.2969,5,4.6238,0.1859,1,0
7307.86,0.1347,0.2753,1.16,9,0,0.0977,0.203,23,2.1996,0.0431,0,0
140665.47,0.197,0.2547,0.7659,8,0,0.0744,0.0264,15,8.8561,0.0932,1,0
113206.08,0.0676,0.1427,2.3434,11,0,-0.0387,0.097,25,0.3526,0.0022,1,0
54924.08,-0.0309,0.2394,1.939,8,1,-0.0273,0.2024,30,1.7583,0.3474,1,0
4279.24,0.2322,0.099,0.9417,8,0,0.0204,0.0427,44,3.1825,0.1704,1,0
13703.24,0.2082,0.5961,1.1426,0,0,-0.0003,0.1094,43,2.8687,0.052,1,0
135896.19,-0.0374,0.2738,1.073,6,0,0.176,0.0803,4,9.1272,0.1677,1,0
27243.64,0.3033,0.2394,1.1477,11,0,0.0636,0.0154,13,6.9894,0.4578,1,0
714254.28,0.2755,0.0959,1.4024,10,0,0.1295,0.1708,40,4.6912,-0.0571,1,0
39734.57,0.1201,0.3121,1.443,12,0,-0.0951,0.1279,39,2.178,0.2569,1,0
29380.12,0.1119,0.0913,1.1908,2,1,-0.1342,0.1993,23,5.8654,0.1628,0,1
13853.94,0.1831,0.0982,1.1285,10,0,0.0322,0.2676,16,1.6846,0.0368,0,1
26911.56,-0.0293,0.1407,1.4705,8,0,-0.0778,0.2261,35,5.0423,-0.0659,1,0
17523.45,0.1045,0.0365,1.7929,7,0,0.054,0.0811,16,1.5171,0.2518,1,0
63714.22,-0.2229,0.0904,1.4076,2,0,-0.0343,0.17,48,3.4396,0.1382,1,0
92508.28,0.2315,0.2751,2.9427,0,0,0.0806,0.1825,7,0.8482,0.3688,1,0
6775.14,-0.1342,0.2933,2.1256,8,0,-0.0283,0.2392,45,6.224,0.3136,0,0
2990.36,0.3255,0.0979,0.7442,12,0,0.1061,0.1674,13,1.9047,0.1401,1,0
1402.05,0.0505,0.354,2.1423,9,0,-0.0381,0.1005,29,0.9092,-0.0644,0,0
47192.35,0.0682,0.3927,2.2317,0,0,-0.1364,0.2239,39,1.2574,0.4909,0,0
4208.87,0.0058,0.4211,1.3266,2,0,0.1353,0.2204,20,2.1273,-0.0439,1,0
871.89,0.0568,0.4672,0.7807,12,0,-0.0269,0.1037,29,1.3103,0.2461,0,0
39453.1,0.3128,0.2092,1.6554,5,0,0.1873,0.2217,18,4.8362,-0.2743,1,0
926805.75,-0.2732,0.1671,1.6424,5,0,-0.0142,0.0576,22,2.1767,0.3941,1,0
21826.8,0.2915,0.2414,0.941,10,0,-0.0323,0.0344,36,5.743,-0.3268,0,0
77476.98,0.1507,0.2971,0.798,9,0,0.0216,0.2162,41,2.1677,0.0173,1,0
24903.01,-0.0811,0.4132,1.5781,3,0,-0.006,0.3239,48,4.8243,-0.1324,1,0
18989.96,-0.0613,0.0585,1.4674,1,1,0.0626,0.1787,36,2.7379,0.3591,1,0
87431.83,0.3515,0.317,1.3383,12,0,0.0903,0.1098,8,2.2089,-0.0684,0,0
14251.08,-0.0418,0.2163,1.5814,9,0,0.1054,0.2532,3,1.1823,0.1858,1,0
32895.41,-0.073,0.2409,0.9499,5,0,0.0414,0.3192,29,2.8699,0.1334,0,0
35687.18,0.2706,0.2313,1.3266,9,0,-0.1001,0.528,9,4.8955,-0.209,1,0
8085.8,0.1508,0.1457,2.1526,4,0,0.2223,0.4197,8,1.5683,0.2858,1,0
97544.46,-0.0407,0.2882,1.3841,12,0,0.0131,0.2825,30,2.6913,0.0768,1,0
16942.16,0.1325,0.3162,0.7146,5,1,0.0079,0.1773,12,1.7485,0.3815,1,0
7089.59,-0.0539,0.3058,1.3017,6,0,0.0411,0.1311,46,12.794,0.2027,1,0
49254.93,0.2651,0.1791,0.9655,10,0,0.0239,0.1558,28,3.4889,-0.072,0,0
5723.28,0.2592,0.2061,1.8843,8,0,-0.1249,0.2592,42,2.9211,0.0398,1,0
22977.52,0.1798,0.0424,1.9337,11,0,0.1075,0.3669,49,1.843,0.0341,0,0
21727.23,0.1542,0.1374,0.7194,11,0,-0.032,0.3749,43,5.5132,0.2356,1,0
112290.37,0.3642,0.0733,2.4097,6,1,0.0176,0.1274,10,2.7168,0.229,1,0
44893.46,0.1,0.4095,0.9455,3,1,0.2259,0.1922,13,2.5807,-0.0546,1,0
21214.91,-0.0773,0.1637,3.5952,9,0,0.1444,0.2792,2,2.5635,0.2694,1,0
75105.53,0.1674,0.2867,1.609,4,0,0.2112,0.2579,1,1.1221,0.1613,1,1
177249.09,0.4129,0.2505,0.8841,12,0,-0.0177,0.0616,22,8.995,0.2139,1,0
50854.07,-0.0522,0.2263,0.9315,5,0,0.123,0.2468,33,5.6728,0.1836,0,0
22371.18,0.0458,0.0979,1.9622,12,1,0.0903,0.0562,16,2.7377,0.2458,1,0
3078.65,0.1625,0.1933,1.3557,8,0,0.0445,0.1798,42,2.5031,-0.1066,1,0
4457.44,0.0919,0.4774,1.5709,4,0,-0.0251,0.1488,29,1.3428,0.118,0,0
13935.06,-0.0473,0.4022,3.6928,4,0,0.1585,0.0946,10,0.8346,0.2815,0,0
8828.42,0.2683,0.5266,1.1623,6,0,-0.0014,0.214,39,1.3434,0.3031,0,0
16639.64,0.448,0.5619,1.6989,1,0,0.0636,0.3309,7,6.7863,0.3028,0,0
23979.99,0.1294,0.2388,3.3532,2,0,0.1413,0.1954,1,1.995,-0.0972,1,0
48753.83,-0.0356,0.3888,1.8875,11,0,-0.0477,0.049,26,6.4618,0.4956,0,0
19816.14,-0.1323,0.1968,0.7384,1,0,-0.0589,0.1817,45,2.6538,0.433,0,0
45695.38,0.1387,0.2683,2.1227,9,0,0.3016,0.1677,5,1.357,-0.0931,0,0
24263.09,0.2656,0.2818,0.9217,9,0,-0.036,0.3268,35,1.511,0.0202,1,1
1137.74,0.1713,0.3897,3.3314,11,0,0.2117,0.3149,13,3.3111,0.217,0,0
5382.98,0.0996,0.4642,1.0926,1,0,0.0447,0.3,27,0.7441,-0.0643,1,0
17745.17,0.0116,0.2462,7.2773,2,0,0.0074,0.0676,12,1.4716,0.1963,1,0
3588.39,-0.0638,0.2839,3.4339,5,0,0.0173,0.063,30,1.891,0.1223,1,0
54170.57,0.2252,0.2323,1.107,4,0,0.0438,0.0478,32,5.2406,0.3377,0,0
218846.59,0.2371,0.279,1.6653,10,0,0.1838,0.0179,31,3.4088,0.1659,1,0
137055.71,-0.1319,0.2627,2.4033,12,0,0.1256,0.2541,5,3.1579,-0.3261,0,0
15991.87,0.3385,0.3549,2.4396,4,0,0.0288,0.1013,37,3.9381,0.2525,1,0
206094.32,0.1861,0.1358,2.0568,1,0,-0.1366,0.1845,2,6.217,0.3259,1,0
27529.16,0.3099,0.1626,3.0835,1,0,0.0521,0.1534,38,2.8305,0.0674,1,0
13284.74,-0.1013,0.4362,1.5504,11,0,0.0633,0.0662,7,1.1884,0.1096,1,0
8777.05,-0.1049,0.3289,1.3725,0,0,0.1759,0.2289,1,3.1592,0.1102,1,0
13992.76,0.0777,0.1936,1.3862,2,1,-0.097,0.2287,3,1.3878,-0.0371,1,0
12304.68,0.1754,0.584,2.5324,11,0,0.0006,0.3787,20,0.5193,0.5739,1,0
28442.06,0.3695,0.0353,1.979,11,0,-0.0025,0.0733,2,3.1618,-0.0765,1,0
28025.24,0.2059,0.2568,1.9072,10,0,0.0444,0.1858,42,4.1098,0.2656,1,0
22127.34,0.0636,0.2428,2.4537,6,1,0.0591,0.0503,43,3.5876,0.2647,0,0
42421.36,-0.054,0.4506,0.5912,10,1,0.0938,0.0636,21,4.0726,-0.0116,1,0
131395.8,0.2845,0.2012,1.9252,4,1,-0.1395,0.0792,45,6.6309,-0.1073,1,0
91521.68,-0.0447,0.242,1.8391,6,0,0.0673,0.099,32,1.252,0.0587,1,0
2374.76,0.3443,0.2777,3.7977,8,0,0.0746,0.1954,48,1.9929,0.2195,0,0
477.76,0.0573,0.1146,0.7677,5,0,0.0575,0.0939,20,0.9708,0.1414,1,0
89454.01,0.3386,0.2958,3.5916,1,0,0.0322,0.2442,43,3.8941,0.4432,1,0
2834.67,0.2018,0.2714,1.7121,0,0,-0.292,0.1117,31,7.2649,-0.0375,1,1
15722.56,0.0795,0.4817,2.1054,0,0,0.1068,0.2306,43,1.7584,-0.0327,0,0
3807.89,0.0221,0.685,3.8113,9,0,-0.0473,0.2117,33,4.8445,0.2563,1,0
1475.91,0.0489,0.477,2.1823,8,0,0.1114,0.2453,24,1.4689,-0.2537,1,0
49622.22,0.1642,0.2262,2.0141,5,0,0.175,0.1509,18,4.5557,-0.0326,1,0
68784.43,0.1116,0.1082,1.8611,5,0,-0.1176,0.3243,20,0.4552,0.0539,0,0
9276.45,0.0109,0.1627,1.2947,3,0,0.1083,0.1734,32,9.19,0.0772,1,0
451.89,0.0752,0.1764,1.6254,11,0,-0.0736,0.1221,5,1.1363,-0.0215,1,0
9707.3,0.1118,0.1049,1.1529,1,0,0.0458,0.2116,2,3.1117,-0.2848,1,0
39644.44,-0.2193,0.453,1.6124,9,0,0.0374,0.1141,26,8.3632,0.3629,0,0
2396.18,0.1687,0.3952,0.5128,2,1,0.1256,0.1435,25,1.0678,0.3524,0,0
28999.67,-0.047,0.2503,2.0432,2,0,0.1108,0.3286,22,11.1077,-0.2529,1,0
21526.4,-0.073,0.2364,1.5514,7,1,0.0762,0.2951,39,14.6212,0.2148,1,0
52519.37,-0.1531,0.361,1.3936,5,0,-0.1143,0.1375,22,4.7171,0.053,1,0
26353.87,-0.1691,0.3003,1.8402,6,0,-0.2015,0.2084,11,2.7551,0.1919,1,0
5117.37,-0.1033,0.214,0.8051,8,0,0.1412,0.2318,11,2.3447,0.1361,1,0
132568.83,-0.0064,0.2189,4.326,0,0,0.1246,0.2147,45,4.3033,-0.2115,0,0
17364.89,0.393,0.4426,1.5661,1,0,-0.0497,0.2672,4,4.938,0.2404,1,0
21142.56,0.0211,0.1535,1.5328,8,0,0.0847,0.2019,33,0.5431,-0.0304,1,0
5432.19,0.1267,0.4434,1.0175,4,1,0.0291,0.0779,18,2.1644,-0.4393,0,0
11328.5,0.1601,0.3253,1.6686,3,1,0.1586,0.0328,31,1.7027,0.1198,1,1
5841.81,0.1197,0.5657,3.2985,0,1,0.0584,0.0939,44,1.5166,-0.2326,0,0
16993.41,0.0884,0.2202,2.7675,8,1,0.14,0.0664,28,1.5407,0.309,1,0
287093.35,-0.0793,0.1045,2.5275,10,0,-0.0114,0.1246,42,0.9653,0.0218,0,0
2813.4,0.3176,0.315,2.1667,12,0,0.0785,0.1175,22,9.3924,0.0958,0,0
1957.96,0.3711,0.1356,1.3781,8,0,0.0087,0.3846,40,1.6992,0.1839,0,0
200136.62,-0.1524,0.1306,0.7985,3,0,-0.0118,0.3083,3,2.4209,0.101,1,0
16090.99,-0.0536,0.5448,1.4911,8,0,-0.183,0.3297,7,2.117,-0.0382,1,0
8073.89,0.058,0.4583,1.4653,9,1,0.1423,0.1445,20,1.7524,0.3059,0,0
104805.03,-0.0447,0.2514,2.7854,12,0,0.225,0.1707,43,3.7946,0.0583,1,0
8880.18,0.1759,0.2897,1.9246,0,0,-0.0888,0.3011,7,2.1175,-0.1448,0,1
340787.56,-0.0092,0.2792,3.692,4,0,0.1194,0.195,7,4.4119,0.151,1,0
60893.93,0.4248,0.3628,3.0004,0,0,0.1152,0.0924,29,9.5452,0.0639,1,0
10594.95,0.2786,0.2156,1.3123,3,0,-0.0015,0.0597,26,1.1273,0.0754,1,0
